model,source_job,source_seed,objective,max_gradient,terminal_depletion_2024,final_par_sha256,hessian_status,status
Diagnostic,21641,,90814.8573966593,9.67941148140092e-05,0.1616704,21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3,PDH,completed
