"schema","created_at","model_label","base_model_label","run_engine","engine_label","run_mode","requested_run_mode","region_count","kflow_memory","model_run_elapsed_seconds","model_fit_elapsed_seconds","model_run_time","model_folder","payload_file","payload_bytes","object_cache_mode","artifact_mode","object_cache_roles","artifact_roles","object_cache_bytes","artifact_stored_bytes","artifact_raw_bytes","obj_fun","max_grad","hessian_attempted","hessian_pdh","hessian_status","hessian_nonpositive","hessian_strict_negative","hessian_zero","hessian_total","hessian_smallest_eigenvalue","hessian_dominant_block","has_par","has_rep","has_lf","has_wf","has_tags","has_caal","has_diagnostics"
"mfclshiny.model_payload_manifest.v1","2026-08-03T19:59:35Z","Diagnostic","","","","","",NA,"",NA,NA,"","/tmp/bet-diagnostic-main-20260804/payload-stage-final/Diagnostic","/tmp/bet-diagnostic-main-20260804/payload-stage-final/Diagnostic/model_payload.rds",12802987,"all","all","ParOut;RepOut;TagRepOut;TagTempOut;LengOut;TagOut;AgeOut;AgeFitOut;IndepOut","par;rep;temporary_tag_report;length_fit;tag;age_length;age_length_fit;indepvar;reg_scaling;test_plot_output",1723400,10874619,108355332,90814.8573966593,9.67941148140092e-05,TRUE,TRUE,"PDH",0,0,0,1997,2.55194e-07,"",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
