"year","quantity","estimate","se_log","lower_50","upper_50","lower_80","upper_80","lower_95","upper_95","final_par_sha256","hessian_sha256","gradient_sha256","noeff_gradient_sha256","method"
1962,"depletion",0.813147676585609,0.00888305822013574,0.80829024275403,0.818034301247635,0.803943216065388,0.82245752028685,0.799112920356651,0.827428924114343,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
1963,"depletion",0.801771707707196,0.00946481885950893,0.796669561796537,0.806906529515294,0.7921052387418,0.811556141581405,0.78703538518986,0.81678395073004,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
1964,"depletion",0.787835950804683,0.0102304634416663,0.782418325958859,0.793291088395284,0.777574156380538,0.798233172086755,0.772196108280537,0.803792558295082,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
1965,"depletion",0.792440113655625,0.00969079305231514,0.787277346363253,0.797636737080449,0.782659460878473,0.802342992220017,0.777530857343026,0.807635256916241,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
1966,"depletion",0.797695739415114,0.00912753318950081,0.792799869361965,0.802621843509039,0.788419131616658,0.807081496584501,0.783552141858594,0.812094637597022,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
1967,"depletion",0.792838208505714,0.00926031612043349,0.787901583426566,0.797805764182902,0.783484754663031,0.802303326421331,0.778578086594391,0.807359513052957,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
1968,"depletion",0.789535819508435,0.00925029080241417,0.784625062425772,0.79447731169794,0.780231349689519,0.798951247645862,0.775350329835608,0.803980841046426,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
1969,"depletion",0.793583508402369,0.00876954639756205,0.788903341591585,0.798291440289332,0.784714650457056,0.80255260232672,0.780059953281936,0.807341515429128,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
1970,"depletion",0.789007390506648,0.00894427754151749,0.784261777276658,0.793781719715895,0.780014987969537,0.798103461953506,0.775296258920261,0.802961003760161,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
1971,"depletion",0.785608311148016,0.00893474975764034,0.780888160511209,0.790356993171468,0.776664131566006,0.79465549323155,0.77197066346676,0.799486881759481,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
1972,"depletion",0.781157301354315,0.00888995231268475,0.776487355142724,0.785855333532116,0.772308133802175,0.790107863366696,0.767664319325564,0.794887445068773,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
1973,"depletion",0.760620579909876,0.00990436618535669,0.755556269777685,0.765718834882632,0.751027070163482,0.770336635744035,0.745997651132418,0.775530145040285,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
1974,"depletion",0.747713844680774,0.0104166738074832,0.742478864148198,0.752985735383457,0.737798564540656,0.757762376340998,0.73260306838887,0.763136298018539,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
1975,"depletion",0.733562331772618,0.0110455562313925,0.728117515869967,0.739047863658016,0.723251575814557,0.744020079029394,0.717852186972524,0.749616291990592,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
1976,"depletion",0.707235329438505,0.0125257643332107,0.701285421289999,0.71323571832695,0.695973130489022,0.71867977267246,0.690084062505595,0.724812871912884,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
1977,"depletion",0.686917206186746,0.0135304261083489,0.680676826485773,0.693214797088831,0.675108778475775,0.69893217685709,0.668940168621358,0.705377357033092,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
1978,"depletion",0.678185264996603,0.013934070348751,0.6718412753259,0.684589159002482,0.66618224426901,0.69040455163015,0.659914464104217,0.696961922607409,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
1979,"depletion",0.66070166997847,0.0148954144029248,0.654096963227062,0.667373067379314,0.648208993362469,0.673435113030343,0.641691674703195,0.680274832791384,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
1980,"depletion",0.634404458575014,0.0164936753758932,0.627385938601431,0.641501494211108,0.621135467841073,0.647956907788165,0.614224003772573,0.655247946332097,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
1981,"depletion",0.610886776653239,0.0180786864503205,0.603482923904156,0.618381463845782,0.596895982662863,0.625205504357639,0.589619880783123,0.632920744453409,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
1982,"depletion",0.598411402502929,0.0186452181410306,0.590932899028467,0.605984549572814,0.584281959083839,0.612882532274352,0.576937836742871,0.620684212127897,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
1983,"depletion",0.590022239266253,0.0187233657814287,0.58261786688384,0.59752071231652,0.576033184566812,0.604351020315889,0.568762590555186,0.612076547595979,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
1984,"depletion",0.585468704503445,0.0183245310414364,0.578277017189487,0.59274983055504,0.571879839938502,0.599380464241934,0.564814472431185,0.606878224060918,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
1985,"depletion",0.564863981826621,0.0192055840703376,0.557593940585764,0.572228811578968,0.551130716311024,0.578939457594959,0.54399644339302,0.586531992700008,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
1986,"depletion",0.539119596121236,0.0207801958697379,0.531615988393729,0.546729115127105,0.524951847293418,0.553669713556543,0.517603236464653,0.561530373934927,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
1987,"depletion",0.522549483701445,0.0212853894107472,0.515100953680381,0.530105721928208,0.508487870076603,0.53699995414937,0.501197927712431,0.544810638309976,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
1988,"depletion",0.502420295186743,0.0222653605723947,0.494931442668931,0.510022462210765,0.488286734066274,0.516962955174762,0.480966540821134,0.524831005051988,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
1989,"depletion",0.488034623061117,0.0230447722523485,0.480507525237641,0.495679632048661,0.473832217860646,0.502662723910544,0.466481997318487,0.510583033590881,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
1990,"depletion",0.481980561652289,0.0226386352909598,0.474676850250445,0.489396653087441,0.468197963877272,0.496168885244341,0.461062161691467,0.503848029858736,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
1991,"depletion",0.471855796949864,0.023132878356588,0.464550622282914,0.479275847314649,0.458072490365093,0.486053840381762,0.450939784709393,0.493741959935241,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
1992,"depletion",0.454722567295266,0.0239136205023787,0.447446957004273,0.462116481005866,0.440998270196264,0.468873977930967,0.43390154600817,0.476542697554031,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
1993,"depletion",0.426552759509497,0.0258039234514822,0.419193061380814,0.434041670551121,0.412677742636056,0.440894281050741,0.40551639409744,0.448680396880447,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
1994,"depletion",0.403562204033221,0.0271973476468564,0.396226613852424,0.411033602565652,0.389738434577242,0.417876293624497,0.382613298692488,0.425658107234391,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
1995,"depletion",0.377600824840861,0.0296709798841592,0.370119100427482,0.38523378759923,0.36351215237303,0.392235533226914,0.356268110485138,0.400210905001688,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
1996,"depletion",0.369237596234828,0.0304322721582317,0.361735786365206,0.376894981398466,0.355114333222405,0.383922555972663,0.347857937783608,0.391931267522447,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
1997,"depletion",0.384308531311567,0.0285884954471759,0.376969035372932,0.391790925460873,0.370483187500914,0.3986497963244,0.363366975536928,0.40645699026615,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
1998,"depletion",0.368585485031603,0.0298364994295855,0.361242057407165,0.376078191866946,0.354757924217745,0.382952008966532,0.34764929599695,0.390782496441972,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
1999,"depletion",0.343738731837961,0.0319580560874072,0.336408598147324,0.351228584573291,0.329944999215307,0.35810912741995,0.322868535452594,0.36595797605344,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL dependent-variable gradients; annual log-scale delta method retaining full within-year covariance"
