"year","quarter","period","quantity","estimate","se_log","lower_50","upper_50","lower_80","upper_80","lower_95","upper_95","final_par_sha256","hessian_sha256","gradient_sha256","noeff_gradient_sha256","method"
1954,3,1954.5,"depletion",0.954755492574646,0.00258972241280767,0.953089237479493,0.956424660729703,0.951592042507486,0.957929459140349,0.949921658372458,0.959613924545385,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
1954,4,1954.75,"depletion",0.954373666747874,0.00252998511392176,0.952746465495251,0.956003647107018,0.951284305949424,0.957473060456656,0.949652947356529,0.959117852808419,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
1955,1,1955,"depletion",0.951514836137668,0.00257450524169991,0.949863985878375,0.953168555551513,0.948380618285826,0.954659411984341,0.946725644836732,0.956328254471474,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
1955,2,1955.25,"depletion",0.945255516694636,0.00283824468408223,0.943447681757935,0.947066815805579,0.941823530464737,0.948700009014159,0.940011793650479,0.950528491107285,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
1955,3,1955.5,"depletion",0.942706769157099,0.0029157355575527,0.940854632045173,0.944562552328432,0.939190762487296,0.946235938544632,0.937334812482535,0.948109513036116,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
1955,4,1955.75,"depletion",0.942141314748892,0.00290947799713035,0.940294257240244,0.943992000506265,0.93863494429642,0.945660783620323,0.936784069486515,0.947529196822606,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
1956,1,1956,"depletion",0.936973761316246,0.00316361442757884,0.934976554410184,0.938975234463431,0.933182646199106,0.940780278084809,0.931181964381981,0.942801582264088,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
1956,2,1956.25,"depletion",0.929414928450565,0.00349697361783028,0.927225325974447,0.931609701578161,0.925259026506633,0.933589497081849,0.923066552668441,0.935806965087862,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
1956,3,1956.5,"depletion",0.928578831315106,0.00342607674815754,0.926435498950932,0.930727122333853,0.924510663369007,0.932664900612798,0.922364325018305,0.934835208364564,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
1956,4,1956.75,"depletion",0.928857446754729,0.00331645266640285,0.926781995317868,0.930937545993002,0.924917989771519,0.932813682870245,0.922839335096003,0.934914804321772,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
1957,1,1957,"depletion",0.924224750912005,0.00348897980248435,0.922052347399915,0.926402272720288,0.920101482894891,0.928366496607351,0.917926208256263,0.930566512335475,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
1957,2,1957.25,"depletion",0.916585432506822,0.00382992800679829,0.91422072140054,0.918956260143265,0.912097624496096,0.921095321948527,0.909730824066895,0.923491688814032,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
1957,3,1957.5,"depletion",0.915028560987296,0.00381474666336172,0.91267721193181,0.917385967871671,0.91056609127408,0.919512900212381,0.908212618843653,0.921895655324094,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
1957,4,1957.75,"depletion",0.914479708522909,0.00377543876965599,0.912153953262363,0.916811393854266,0.91006575898073,0.918915066353851,0.907737786009386,0.921271704438553,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
1958,1,1958,"depletion",0.906648903753922,0.00414200093160253,0.904119499897988,0.909185383979592,0.901848991811218,0.911474362273566,0.899318366961786,0.914039193322867,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
1958,2,1958.25,"depletion",0.893507991841642,0.00481264817180835,0.890612294133295,0.896413104494374,0.888014100833536,0.899035871992917,0.885119498012115,0.901975985477564,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
1958,3,1958.5,"depletion",0.888518331176829,0.00500903277957437,0.885521500635827,0.891525303756489,0.882832903274542,0.8942403731318,0.879837960865193,0.897284340926747,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
1958,4,1958.75,"depletion",0.884971356530714,0.00514449404659801,0.881905908382593,0.888047459979202,0.879155989662529,0.890825190397031,0.876093005473138,0.893939681046598,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
1959,1,1959,"depletion",0.875290016598485,0.00563949205660738,0.871966930449705,0.878625767105473,0.868986838089004,0.881638915086199,0.865668531890733,0.885018439429284,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
1959,2,1959.25,"depletion",0.861052328481448,0.00640812904470334,0.857338704487037,0.864782038304132,0.854010023784862,0.868152705160867,0.850305398107985,0.871935088302436,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
1959,3,1959.5,"depletion",0.856843492142098,0.00660253263887588,0.853036160204299,0.860667817235827,0.849623910165832,0.864124421690258,0.845826751186509,0.868003724162627,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
1959,4,1959.75,"depletion",0.854960508500859,0.00667420204021574,0.851120399096358,0.858817943821005,0.847678930927877,0.862304634958821,0.843849434346671,0.866217883599071,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
1960,1,1960,"depletion",0.847130943048193,0.00707501972317191,0.843098040442106,0.851183136771862,0.839484721123234,0.854846808539324,0.835465032633267,0.85895974892911,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
1960,2,1960.25,"depletion",0.834685726856743,0.00774617728081818,0.830336102673117,0.839058136067394,0.826440689264726,0.843013021585633,0.822109050002659,0.847454802518129,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
1960,3,1960.5,"depletion",0.83268488308522,0.00781915391058178,0.828304913664139,0.837088013218996,0.824382507267128,0.84107087232744,0.820021056779363,0.845544280584498,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
1960,4,1960.75,"depletion",0.834185065634017,0.00770433810382049,0.829861468882042,0.838531188421451,0.825989261163457,0.842462192240442,0.82168331048668,0.846877032605994,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
1961,1,1961,"depletion",0.832185422008676,0.00780709381548506,0.827814813539159,0.836579105951211,0.823900759931936,0.840553389780792,0.819548563448529,0.845017131980188,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
1961,2,1961.25,"depletion",0.825554497694752,0.00820500482638654,0.820998339836233,0.830135940104317,0.816919159677816,0.834281116546252,0.812384512004214,0.838937988838098,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
1961,3,1961.5,"depletion",0.822752378704249,0.00836079115830433,0.81812571535095,0.827405206757401,0.813983824337647,0.831615391392234,0.809379924690918,0.836345770401952,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
1961,4,1961.75,"depletion",0.821601331295253,0.00842044342273042,0.816948270293666,0.826280894558333,0.812782906757539,0.830515432809785,0.808153093833564,0.835273356913179,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
1962,1,1962,"depletion",0.818730753077979,0.00858399459395107,0.814004148651304,0.823484803052007,0.809773393383956,0.827787195173751,0.805071391624837,0.832621868083973,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
1962,2,1962.25,"depletion",0.812207036711938,0.00898514990871584,0.807299629500859,0.817144275034855,0.8029081678303,0.821613600303807,0.798028817350122,0.826637154125429,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
1962,3,1962.5,"depletion",0.810827457723916,0.00903661716165458,0.805900409397052,0.815784628637804,0.80149151701841,0.820272145418012,0.796592961317845,0.825316313505193,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
1962,4,1962.75,"depletion",0.810908544523961,0.00899333202937618,0.806004534731232,0.815842392004953,0.801616136298127,0.82030867120346,0.796740215018847,0.825328827623459,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
1963,1,1963,"depletion",0.809774066881278,0.00901528961303706,0.804864997626788,0.814713077754568,0.800472133501416,0.819184093923595,0.795591319295992,0.824209645693086,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
1963,2,1963.25,"depletion",0.801476201359752,0.00951163337100737,0.796350790033728,0.806634600461502,0.791765791552552,0.811305702013803,0.786673125847408,0.816557830997595,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
1963,3,1963.5,"depletion",0.798037252732298,0.00970893449572484,0.792828318658712,0.803280409844523,0.78816919303142,0.808028862811853,0.782994848700234,0.813368641959399,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
1963,4,1963.75,"depletion",0.797797877464565,0.00969483232915716,0.79259804480874,0.803031823577805,0.787947017902442,0.807771891797132,0.782781621057236,0.81310219372208,"21dcaea9db8c89ddc8c29fa3c3a5e514b50bef6e26587c168c00c05f35fbebc3","e289a150c45930c2f4f164fb43432d5c034d8caec7bda7ce664caca9e4ad20c5","2a1d8aca95b935951cb371014dc53250bca5ead96b6750c991b6e3b51a154b04","278bee47cd45eccaf00a839b10f2e01146092ada4f32ea3a0afa4a9b2b55b53f","MFCL quarterly dependent-variable gradients; log-scale delta method"
